Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
5uLssFAiepRamDtR2UmGp7kCo85qLgM5C5pj8rxy7pdB9SYT9sd9Y6cDD1Q3JomRcsQF7qoCJp2rkHzL3uhJYu4b,1772790038,2026-03-06T09:40:38.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,Aq2j8Rc1ipxWZdFZpmaByg5av132wZJnfQoYHvuKTRND,13366028372600,6,174.4,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG||,1.0,1.0
VTR6GqLoSMQBFRiLx9FKjC4FeA4jVjLhYE2F2fiBr6ZC8fR9mXQGqDGcLPCcNEnH7Yn66zmg6Qkq69NHYWoFKeg,1772789855,2026-03-06T09:37:35.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,6STYNQNxE75jvDXd2ABfNYxcXpTWU1sfCCZ8xrYMpump,33864712501290,6,87.2,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
4dibWAHjrnjjFtVRBRK1aFk8VAJmzjnufuwBgj8VgL5H4RdF8h9vrvT2ygu55jmGEyd1PzDdCdyNmQ5TzE4L4FpW,1772789798,2026-03-06T09:36:38.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1000000000,9,7vK7DQGpWEkte59hngLa6PfMuhHFtNiues1Em7DGpump,14039384101275,6,87.2,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
7mvVArG14LtVm44yv1wrubvTirDp9i1NhZnsP5LyMSM4EXGBsHgwyHbBwvXp12rB3TaRMGnNTQGz7gGMfJGUuwp,1772789585,2026-03-06T09:33:05.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,2TnYCbcgZkAjiFkeVAYXLeLdMpK8JjarBPeQfr4bpump,39175985453654,6,So11111111111111111111111111111111111111111,2350051811,9,205.12,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3cVESRJXKHYcnHovAwsD9pCbGZGW49gsJSA8ZUAGRyYuNNgxMaymHauAaMgAuyAYr3LiG1kPJtYakCVCdUXFFo5V,1772789493,2026-03-06T09:31:33.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1999999999,9,2TnYCbcgZkAjiFkeVAYXLeLdMpK8JjarBPeQfr4bpump,39175985453654,6,174.57,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
wKAVJZDxZavYVHnWGRC7jT9GmLWX3FZCSTxMyvYVybmTkQdZvX7HP3ssDmsZcCEB9F1CjyU6PsAMFKSLYapbZwj,1772789349,2026-03-06T09:29:09.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1000000000,9,CoNoZ9WK5CfWqbRXWjr4UCptid96tgJpNHg8upHLpump,11534397419267,6,87.53,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
2d8eyifidHBuqPud2F7SpMyvkSHSAvKZvToDxhqddhDT7zQEzmRsE3JJ5uruprY55jnKob5m2HwynFbdCq9q4dXw,1772788732,2026-03-06T09:18:52.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1000000000,9,3uhV7ztEvEi6KERuiWSJTXxKj9v5DAmq6YGWec3fbonk,24769659237938,6,87.76,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C||,1.0,1.0
37fDRgbfrcGWHqrizHuDauHmY8hJpK2votMvNukDrTqqxJ3T4878SLxwnTtAZV1oGcagTbt3CdRAFDBH62AWdRNJ,1772788419,2026-03-06T09:13:39.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,5hMQmVfa8RipUDXuS5d4P4j8AaSi9HhvidH4ufSaHGhX,12394067950611,6,So11111111111111111111111111111111111111112,2263245309,9,199.28,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG||,1.0,1.0
5dyREk4Lqko5apvBSRAmnLDMmPZFb2W9wk3faJn4Yt8CS741Ja4HNhcKknVKGggPdZBhkpeYPCn3VUdGPGbvGdrx,1772788407,2026-03-06T09:13:27.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,BiQDeHPsjhR1rW8t3WY6a6g98zzQPDWgXPtQ87v5pump,11583457240055,6,So11111111111111111111111111111111111111112,2003455707,9,176.4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5BeKvbMWmcZtM8ihyB9ZSetPu2SRnzMWAYS6VwhYQrPSYXkNvmMieTssCS55XjpkkjnZCrUtXgCAwRo9nSk9C9qw,1772788329,2026-03-06T09:12:09.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,BiQDeHPsjhR1rW8t3WY6a6g98zzQPDWgXPtQ87v5pump,11583457240055,6,175.94,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2JN8h8BeUKxxDszk5sP9nP4NJCMssqZqcRutc5bkzB1KAZcib7cEthZ4MsdJDRHZWYMc7V4W69H2TgKGyQMMAxVC,1772788280,2026-03-06T09:11:20.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,5hMQmVfa8RipUDXuS5d4P4j8AaSi9HhvidH4ufSaHGhX,12394067950611,6,176.1,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG,cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG||,1.0,1.0
32MBYwM58wmgc8fPEei2CgWq6cu5mxZ8gjAoUNoS7QGAFd9bsvip8FHUS5dRVkohomSFsurzgu5C64XfXwoe52fQ,1772786304,2026-03-06T08:38:24.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,FfBXDQYoPmrcDLKB8KDZkP7o6N8yvWU11zTC6PABpump,19848721691164,6,So11111111111111111111111111111111111111111,1342584283,9,118.76,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
4hvAL2EXW2Amirz6nv821CFjs4VrYapyddcDmkx3v2PrGf4FiaEMiHBAU8fx6MxymwzUm6rEjV91WS6k4Tc7AXUH,1772786044,2026-03-06T08:34:04.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,3ebrt6qCaVnUUnQKApZrE518tW1U4gAaDnU2cpkYpump,30442724601156,6,88.28,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
37JnqHU5ncuaq5osZhdd2VibrmHfgsgv55PrwVbzMam1v6kxWXdzkW55bUtMS5pEtN6NbEoGiZq82oakttQDHWK1,1772785420,2026-03-06T08:23:40.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,2TnYCbcgZkAjiFkeVAYXLeLdMpK8JjarBPeQfr4bpump,24176068935809,6,So11111111111111111111111111111111111111111,1192657162,9,105.56,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
ZyELW7bqiqqYUP4N2vA7tonYD9SmATa81VXMTYkRnsSC2RCee6surCJay5P21U1yfyW3CmY4Aod45gmSVdr1NmH,1772785387,2026-03-06T08:23:07.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,2TnYCbcgZkAjiFkeVAYXLeLdMpK8JjarBPeQfr4bpump,24176068935809,6,So11111111111111111111111111111111111111111,1238723568,9,109.63,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
5Sp1cgDRQMaBim1UGc5pdSSH5sh3LUvwo9j9ik8miVujTcxMa5MTUUKu2cGWWBDCEpcXLHqAmMp8LikLjMoBWYSS,1772785324,2026-03-06T08:22:04.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1999999999,9,2TnYCbcgZkAjiFkeVAYXLeLdMpK8JjarBPeQfr4bpump,48352137871618,6,177.01,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3JuReM5er6pTQENAjG2RMZNWfmia9QjofUxa1ipLsdHpQYN6ZQkQkDxcnzZJPRH327GjzSfqwEchurAysyDzEER,1772785311,2026-03-06T08:21:51.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,3C58RXvj6sNKjR3rWbFk9KfxAJexc8DN95idYZBnpump,46522911175429,6,88.43,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
JazudWX9T1mwz4Jc6k8S4MUuorzqjR2sRKahqkCAxXLdAnC8CHnbohjFBVzCHW1Y5qpNSmkjdGHzUsx1oJAKhT3,1772784786,2026-03-06T08:13:06.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,Q9uDfga67VNhMSKRaGdEdoNCfmiPMSnA9JUpoAspump,18600740886807,6,So11111111111111111111111111111111111111112,980423216,9,86.66,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
SGMjG3sEumjGwGdyCVNevotz1Kc91WQakdzwKQaEKnk4NMrKun22aKDS11SPaE3MAqRCwrcHSmCcEBAWFnEnyms,1772784185,2026-03-06T08:03:05.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4SJJkqAmLA5VsSGoAwjjuUJps6qhry1RqRVzZLjYpump,23938408965315,6,So11111111111111111111111111111111111111112,1811855655,9,160.59,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4Qpge3WCE9o7i8BPhHKZwVXn6kshEZZAyvrzv1JnK1FeBoZa8wGWq3EVp6wpjfHADUsmeroJxtAkfcTzcoKv419w,1772782609,2026-03-06T07:36:49.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,EvNVARJUBMn7cUN34pN2LEuxQxX12wzD88jetDVYpump,15587028771910,6,So11111111111111111111111111111111111111112,3737499739,9,331.42,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
66vArRgxtJtZYcVhwX7C7J7E7W6vnN2YXPNrQPc5TWAB7t4rWgoGkS7ELEbqfhoZt7nNowqeZoJvJxzrg33cra6c,1772782419,2026-03-06T07:33:39.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,J2KaAxfK4XcwwCjNzST2m3ehSGuNryqtV8Y9MHqcpump,32101844287762,6,88.59,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
3RvTuWjCEaZkkXLPBSkbyw1uScQh61jYWCEKm91T67DDbckt5ycPiuzEyZwZDKviZUTjvA121kcXD1ZF8Hqdmkdq,1772781995,2026-03-06T07:26:35.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,9gaAS4p7KLEPxA6if5FDWg5Na3j8EsicxSY7Fwxtpump,31517291696632,6,88.23,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2vHmLYqwdTpttao41Ucspw2AnAPcoRxMVELFvT8u1AEhj7Zvj1kTtCUMrcVHCjyYSHZGuomfuedgjZBKU7fNipNw,1772781200,2026-03-06T07:13:20.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,BdcYN77LFJLU2tKAWzRuci2j78LeELrz8fceC2Hapump,12344713648043,6,So11111111111111111111111111111111111111112,2258508509,9,198.78,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
2Qgfwr5GwjzZx9UVmNewHFU35oTWEChK6sMV1NmgjnvWxCPiWRFP7MXYecqGHjJrcUekUqVuPSbMjE9jdFcfxbNm,1772781123,2026-03-06T07:12:03.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4SJJkqAmLA5VsSGoAwjjuUJps6qhry1RqRVzZLjYpump,23938408965315,6,So11111111111111111111111111111111111111112,1009961888,9,88.89,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
4f1Pbn5gPzZ6YfVaBwAoedMj6kexGMF1SNefT1MJedf6XXr5bT8dGvMp7D8LwbaUQzqKRLgGA4uruSkxrAyg6t9U,1772781078,2026-03-06T07:11:18.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1992279407,9,4SJJkqAmLA5VsSGoAwjjuUJps6qhry1RqRVzZLjYpump,47876817930630,6,175.81,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
uMRqquFh96YUxZNvZSA2HEXrzN8nxQH93MTzTmwayU3fGM8KW6HfJ3phQHpG89QAVWayFzFQR6rJ2DnWxGavyKN,1772780972,2026-03-06T07:09:32.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HM15KRPfsbmXr8PDfvikBmSqT9suT4x7ZatM3kF2pump,50090628921443,6,So11111111111111111111111111111111111111112,1663569877,9,146.8,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
657eVcjtfTXJNypUCYirkAX9FPNKWxRDqXaTmu3TWzs95CB5bstyJNfCXmK8Zi6H6RhEUrcNoqnvdVnMiMXDd6y5,1772780965,2026-03-06T07:09:25.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,41jR1mZw9N78srX24fkFzmzGBn7xy7vtTZgVNTfjpump,56165372555036,6,So11111111111111111111111111111111111111112,2182162470,9,192.57,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
2fjv7SCuh7nxcksGXNKWKB5kUen2AELrxSHADiqdhXGq436pCT3Asgtfr6451YvtWx1i83TE7s9VkJPKCastY767,1772780744,2026-03-06T07:05:44.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,BdcYN77LFJLU2tKAWzRuci2j78LeELrz8fceC2Hapump,12344713648043,6,176.33,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2v288FKgZrQucqg4dvEeCKnySRuWdRdqdr72FVCSea4a4o6MExFv8tS5wUKkWPhYjPvMnEvU9Z1QJLAjmgYLka75,1772780340,2026-03-06T06:59:00.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1498650000,9,HM15KRPfsbmXr8PDfvikBmSqT9suT4x7ZatM3kF2pump,50090628921443,6,132.03,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2PPGPRHb6ZsFtfbhA42GmjSVbJCTic9CFd1J6cKQSLJow1UfZqK498JhM1iPGWEp2dMxfEtd8s376mwxi5RTfBaH,1772780316,2026-03-06T06:58:36.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,EZYKNGjYv3A1VJDb17bCtVDApabBYoMPHMS6BAuqqYqM,23483241234093,6,So11111111111111111111111111111111111111112,1990292192,9,175.34,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
4jbFrdSjEzZ3Ck1frL5i8NCMjbe3NKrqXWJaTpzQecnZ1pJTLYAsMm6sc1dvirDuYb3XtAaERqFhYvajWPRD7e6A,1772780276,2026-03-06T06:57:56.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,DTmPoqGYD7nReNSUUAGhZGXUocje9SsxwxDQSCU2EBMb,60282416078911,6,So11111111111111111111111111111111111111112,2944975330,9,259.45,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5DfQR9jDP51cQhLi8S5cHi2U7CpoN5keZKskV1mr9MWn2dtk5Ct6JgnA6vs943xaDZytTbwTCFVdffXFMNTnGa8i,1772780109,2026-03-06T06:55:09.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,5zUjm5gEV8h3HbCnVUr3oNZanhRNdusr7QmFH9Eppump,93146156897135,6,So11111111111111111111111111111111111111112,2009419405,9,177.33,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
2hhA9xCQndQXzo6TXsdGpyEakwR3tSn2yPN959ssRWEEvCnH6FQrXBMBBUVu6q5QmCgyXTFpfYFgnTVjXFv76KMn,1772779343,2026-03-06T06:42:23.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,4R1P1zqnfYR16t94gZfqPTFPiBRgskJfU9oEwLaApump,26271206754794,6,175.89,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2hkaNJ6mQrr7ZYUbE2pReg4FL6cqMbrwy3bhTQ3ha8pRgDPhh7XFbEXdRB4DMyy4x5X4MXYNJ9qbKiYTw1zMJtiH,1772779307,2026-03-06T06:41:47.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,EZYKNGjYv3A1VJDb17bCtVDApabBYoMPHMS6BAuqqYqM,23483241234093,6,176.05,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
5iRTappP7SRx1GY1pFst8JiEAXLW8nansLBgJjfLPLskYJz4EDXEzgyMPon9YfvG24RLKUKDXL2XJN8eMLk4FkEC,1772779179,2026-03-06T06:39:39.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1498650000,9,2aUREQDWyfMz77bWRo4J3zML4wP1nUZKLbL6vbn6rBpo,59479716912250,6,131.78,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4Bx2wpggFeL4qHG7Q39dRzsFPT6LG8dVECNYKVcYzVGrFTKbGmEFLbqa9vpxHUnMGut9Bdy46RSVMWhaDehKdEvm,1772779163,2026-03-06T06:39:23.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,41jR1mZw9N78srX24fkFzmzGBn7xy7vtTZgVNTfjpump,56165372555036,6,175.87,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
613sNbRWX4F75Tjsi9dHuXCULdywcreko1nt9BXqkciAJqViskrGiEPcPm3PH2WgNHDNwMpDwTeL3YhnLPJeC9vz,1772778977,2026-03-06T06:36:17.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1000000000,9,5zUjm5gEV8h3HbCnVUr3oNZanhRNdusr7QmFH9Eppump,44158311107858,6,87.85,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
4uy6tumUUhnhvbyVYScQXFChiVuhvX2suuouZL1jx58gteCraztnkpYLy8LhPDPhVrzN4E3XjYshFdvf4rztpqQj,1772778970,2026-03-06T06:36:10.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1000000000,9,5zUjm5gEV8h3HbCnVUr3oNZanhRNdusr7QmFH9Eppump,48987845789277,6,87.85,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
Hf9PNpoi9La3LgpcTmyY9ZH4hhHyj2yC6VaATuyEQSRm6xk1ioNJR2WLuFHCerz2pfUp7pXwsRiGnssGywXB6Cd,1772778896,2026-03-06T06:34:56.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1992279407,9,EvNVARJUBMn7cUN34pN2LEuxQxX12wzD88jetDVYpump,15587028771910,6,175.02,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
